Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Fitzwilliam Townhouse,http://www.fitzwilliamtownhouse.com,+353(0)16625155,-6.249113038,53.33654087,Dublin,Dublin City,Republic of Ireland,Guesthouse
The Shoreline Hotel,http://www.shorelinehotel.ie,+353(0)18436153,-6.115258942,53.47860412,Dublin,Donabate,Republic of Ireland,Hotel
Uppercross House Hotel,http://www.uppercrosshousehotel.com,+353(0)14975486,-6.265201,53.320834,Dublin,Dublin City,Republic of Ireland,Hotel
Redbank House,http://www.redbank.ie/,+353(0)18491005,-6.109148,53.579732,Dublin,Skerries,Republic of Ireland,Guesthouse
Maldron Hotel Smithfield,https://www.maldronhotelsmithfield.com/,+353(0)14850900,-6.278595,53.349367,Dublin,Dublin City,Republic of Ireland,Hotel
The Alex,https://www.facebook.com/TheAlexDublin/,+353(0)16073900,-6.249085,53.341851,Dublin,Dublin City,Republic of Ireland,Hotel
Blooms Hotel,https://www.blooms.ie/,+353(0)16715622,-6.262143,53.344811,Dublin,Dublin City,Republic of Ireland,Hotel
Holiday Inn Express Dublin City Centre,https://www.hiexdublincc.com/,+353(0)12788099,-6.260844966,53.35218727,Dublin,Dublin City,Republic of Ireland,Hotel
West County Hotel,http://www.westcountyhotel.ie,+353(0)16264011,-6.355900796,53.3513533,Dublin,Dublin City,Republic of Ireland,Hotel
Hotel Saint George,https://www.hotelstgeorgedublin.com/,+353(0)18745611,-6.262318627,53.35383382,Dublin,Dublin City,Republic of Ireland,Hotel
Mespil Hotel,http://www.mespil.com,+353(0)14884600,-6.246573483,53.33329991,Dublin,Dublin City,Republic of Ireland,Hotel
The Mayson,https://themayson.ie,+353(0)12457900,-6.232634498,53.34721215,Dublin,Dublin City,Republic of Ireland,"B&B,Welcome Standard"
Number 31,http://www.number31.ie,+353(0)16765011,-6.253621,53.333404,Dublin,Dublin City,Republic of Ireland,Guesthouse
Roganstown Hotel and Country Club,http://www.roganstown.com,+353(0)18433118,-6.271494,53.487382,Dublin,Swords,Republic of Ireland,Hotel
Arlington Hotel O'Connell Bridge,http://www.arlington.ie,+353(0)18049100,-6.260918,53.347243,Dublin,Dublin City,Republic of Ireland,Hotel
Waterloo House,http://www.waterloohouse.ie,35316601888,-6.243476,53.331581,Dublin,Dublin City,Republic of Ireland,Guesthouse
Plaza Hotel,http://www.plazahotel.ie,+353(0)14624200,-6.367359,53.28571,Dublin,Tallaght,Republic of Ireland,Hotel
Temple Bar Lane,http://www.templebarlane.com,+353(0)16716277,-6.26417057,53.34515532,Dublin,Dublin City,Republic of Ireland,Self Catering Accommodation
Buswells Hotel,http://www.buswells.ie,+353(0)16146500,-6.25578,53.340756,Dublin,Dublin City,Republic of Ireland,Hotel
Hotel 7,https://hotel7dublin.com/,+353(0)18737777,-6.26279862,53.35508118,Dublin,Dublin City,Republic of Ireland,Hotel
Rochestown Lodge Hotel and Leisure Club,http://www.rochestownlodge.com/,+353(0)12853555,-6.141672548,53.26956797,Dublin,Dún Laoghaire,Republic of Ireland,Hotel
Red Cow Moran Hotel,https://www.facebook.com/redcowmoranhotel/,+353(0)14593650,-6.363908,53.318877,Dublin,Clondalkin,Republic of Ireland,Hotel
Clayton Hotel Burlington Road,http://www.claytonhotelburlingtonroad.com,+353(0)16185600,-6.249098663,53.33018376,Dublin,Dublin City,Republic of Ireland,Hotel
Dublin Citi Hotel,https://www.dublincitihotel.com/,35316794455,-6.263613,53.344328,Dublin,Dublin City,Republic of Ireland,Hotel
Generator Hostel Dublin,http://generatorhostels.com/en/dublin/,+353(0)19010222,-6.277926279,53.34814377,Dublin,Dublin City,Republic of Ireland,Hostel
Louis Fitzgerald Hotel,http://www.louisfitzgeraldhotel.com/,+353(0)14033300,-6.384259,53.315561,Dublin,Dublin City,Republic of Ireland,Hotel
The Ripley Court Hotel,http://www.ripleycourt.com,+353(0)18365892,-6.251813,53.351306,Dublin,Dublin City,Republic of Ireland,Hotel
Camden Street Hotel,http://www.camdenstreethotel.com,+353(0)14780808,-6.265624,53.33594,Dublin,Dublin City,Republic of Ireland,Hotel
Lansdowne Hotel,http://www.lansdownehotel.ie,+353(0)16682522,-6.241276335,53.33227139,Dublin,Ballsbridge,Republic of Ireland,Hotel
Bonnington Hotel,https://www.bonningtondublin.com/,+353(0)18373544,-6.246057032,53.3774286,Dublin,Drumcondra,Republic of Ireland,Hotel
The Croke Park Hotel,http://www.doylecollection.com/crokepark,+353(0)18714444,-6.253864,53.360799,Dublin,Dublin City,Republic of Ireland,Hotel
The Spencer Hotel,https://www.thespencerhotel.com/,35314338800,-6.2434006,53.3481104,Dublin,Dublin City,Republic of Ireland,Hotel
InterContinental Dublin,https://www.intercontinentaldublin.ie/,35316654000,-6.225688266,53.32650749,Dublin,Ballsbridge,Republic of Ireland,Hotel
The Address Connolly,https://www.theaddressconnolly.com/,+353(0)18363136,-6.250084,53.35165751,Dublin,Dublin City,Republic of Ireland,Hotel
The Davenport,https://www.davenporthotel.ie/,35316073500,-6.250030521,53.34166502,Dublin,Dublin City,Republic of Ireland,Hotel
Collinswood,http://www.bandbireland.com/accommodation/27935/collinswood-b-b,+353(0)18400966,-6.227312,53.461203,Dublin,Swords,Republic of Ireland,B&B
The Address Citywest,https://www.theaddresscitywest.com/,+353(0)14619900,-6.419546,53.301283,Dublin,Clondalkin,Republic of Ireland,Hotel
The Devlin,https://thedevlin.ie/,+353(0)14066550,-6.250824005,53.32361082,Dublin,Ranelagh,Republic of Ireland,"B&B,Welcome Standard"
Portobello B&B,http://www.portobellobandb.com/,+353(0)14543259,-6.273254,53.331974,Dublin,Dublin City,Republic of Ireland,B&B
Hard Rock Hotel Dublin,https://www.hardrockhotels.com/dublin,+353(0)14825000,-6.268179,53.344112,Dublin,Dublin City,Republic of Ireland,Hotel
Cassidy's Hotel,https://www.facebook.com/pages/Cassidys-Hotel-Dublin/126580247382498,+353(0)18780555,-6.261571,53.353174,Dublin,Dublin City,Republic of Ireland,Hotel
Santa Cruz,http://www.santacruzbbdunlaoghaire.com,+353(0)12841334,-6.145764,53.28484,Dublin,Dún Laoghaire,Republic of Ireland,B&B
San Juan,http://www.sanjuan-guesthouse.com,+353(0)18460424,-6.20318,53.424467,Dublin,Kinsealy,Republic of Ireland,B&B
Cashel Lodge,http://www.cashellodge.com,+353(0)18368935,-6.232624,53.379238,Dublin,Whitehall,Republic of Ireland,B&B
Herbert Park Hotel,http://www.herbertparkhotel.ie,35316672200,-6.232034643,53.32837767,Dublin,Ballsbridge,Republic of Ireland,Hotel
Seaview,http://www.bandbireland.com/accommodation/26108/seaview,+353(0)18315335,-6.161705,53.376969,Dublin,Dublin City,Republic of Ireland,B&B
Rathmines (Dublin 6),,+353(0)14515021,-6.271658,53.324146,Dublin,Dublin City,Republic of Ireland,Self Catering Accommodation
Carnegie Court Hotel,http://www.carnegiecourthotel.com/,+353(0)18404384,-6.217837,53.462472,Dublin,Swords,Republic of Ireland,Hotel
MDI's Home from Home,http://www.mdi.ie,+353(0)16236414,-6.352598817,53.35098761,Dublin,Chapelizod,Republic of Ireland,Self Catering Accommodation
Seaview Self Catering,http://www.holidayapartments.ie/,3.53863E+11,-6.2100042,53.3311215,Dublin,Sandymount,Republic of Ireland,Self Catering Accommodation
Heather View,https://www.heatherview.com/,+353(0)18453483,-6.177301,53.432828,Dublin,Malahide,Republic of Ireland,B&B
Brides Glen Farm House,http://www.bridesglenhouse.com,+353(0)12822510,-6.149718,53.239482,Dublin,Shankill,Republic of Ireland,B&B
Camac Valley Tourist Caravan & Camping Park,https://www.facebook.com/camacvalley,+353(0)14640644,-6.415331,53.304661,Dublin,Clondalkin,Republic of Ireland,Camping
Hilton Dublin Airport,http://www.facebook.com/hiltondublinairport,+353(0)18661800,-6.180028,53.403661,Dublin,Dublin Airport,Republic of Ireland,Hotel
Broc House Suites,http://www.canbe.ie,35312196539,-6.218535696,53.31694246,Dublin,Donnybrook,Republic of Ireland,Self Catering Accommodation
Harap Farm,http://www.dublinselfcatering.ie,+353(0)18401285,-6.226528,53.491145,Dublin,Swords,Republic of Ireland,Self Catering Accommodation
Clayton Hotel Ballsbridge,http://www.claytonhotelballsbridge.com/,+353(0)16681111,-6.225122,53.325675,Dublin,Dublin City,Republic of Ireland,Hotel
Beechwood Country House,http://www.beechwood.ie,+353(0)18463855,-6.14751539,53.43329329,Dublin,Malahide,Republic of Ireland,B&B
Greenacres,http://www.greenacresrathcoole.com,+353(0)14580732,-6.499315,53.257096,Dublin,Rathcoole,Republic of Ireland,B&B
Egans House,https://www.eganshouse.ie/,+353(0)18303611,-6.266513,53.366995,Dublin,Glasnevin,Republic of Ireland,Guesthouse
Oliver St John Gogarty’s,http://www.gogartys.ie/hostel/,+353(0)16711822,-6.261697,53.345375,Dublin,Dublin City,Republic of Ireland,Hostel
Heyward Mews,http://www.tridentholidayhomes.ie/rentals/rentals-swords-d459497/,+353(0)12018479,-6.271584,53.486051,Dublin,Swords,Republic of Ireland,Self Catering Accommodation
Ard-Cill,http://www.bandbireland.com/accommodation/26876/ard-cill,+353(0)18405172,-6.29747,53.477716,Dublin,Swords,Republic of Ireland,B&B
Taylors Three Rock Hotel,http://www.taylorsthreerock.ie,+353(0)14942311,-6.262253,53.268386,Dublin,Dublin City,Republic of Ireland,Hotel
Glashaus Hotel,http://www.glashaushotel.ie/,+353(0)15381410,-6.374024867,53.28785099,Dublin,Tallaght,Republic of Ireland,Hotel
Temple Bar Hotel,https://twitter.com/TempleBarHotel,+353(0)16773333,-6.260227658,53.34589926,Dublin,Dublin City,Republic of Ireland,Hotel
Beresford Hotel,http://www.beresfordhotelifsc.com,+353(0)18134700,-6.252694293,53.35009336,Dublin,Dublin City,Republic of Ireland,Hotel
Academy Plaza Hotel,https://www.academyplazahotel.ie,35318780666,-6.259991,53.352524,Dublin,Dublin City,Republic of Ireland,Hotel
House Dublin,http://www.housedublin.ie,+353(0)19059090,-6.255141131,53.33407821,Dublin,Dublin City,Republic of Ireland,Hotel
Clontarf Castle Hotel,http://www.clontarfcastle.ie,+353(0)18534310,-6.206986,53.364817,Dublin,Dublin City,Republic of Ireland,Hotel
San Augustine,http://www.sanaugustinebandb.com,+353(0)18408729,-6.225725,53.460712,Dublin,Swords,Republic of Ireland,B&B
Russell Court Hotel,http://www.russellcourthotel.ie,+353(0)14784991,-6.26367,53.335825,Dublin,Dublin City,Republic of Ireland,Hotel
Airport View House Hotel,http://www.airportviewhotel.ie,+353(0)18438756,-6.196715,53.50643,Dublin,Lusk,Republic of Ireland,Hotel
The Abbey Court Hostel,http://www.abbey-court.com/,+353(0)18780700,-6.260383,53.347532,Dublin,Dublin City,Republic of Ireland,Hostel
Fitzwilliam Hotel,http://www.fitzwilliamhoteldublin.com,+353(0)14787000,-6.26142,53.339403,Dublin,Dublin City,Republic of Ireland,Hotel
The Trinity City Hotel,https://www.trinitycityhotel.com,35316481000,-6.2540997,53.3452251,Dublin,Dublin City,Republic of Ireland,Hotel
Travelodge Dublin Airport Ballymun,http://www.travelodge.ie/hotels/378/Dublin-Airport-South-hotel/rooms-rates?from=list,+353(0)18422000,-6.263166,53.396531,Dublin,Dublin City,Republic of Ireland,Hotel
Carlton Hotel Dublin Airport,https://www.carltondublinairport.com/en/,+353(0)18667500,-6.240896,53.41536,Dublin,Dublin Airport,Republic of Ireland,Hotel
Spencer Dock CityBreak Apartments,http://www.citybreakapartments.com,+353(0)14433920,-6.237111104,53.34801928,Dublin,Dublin City,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Wellington Quay CityBreak Apartments,http://www.facebook.com/DublinApartments,+353(0)14433920,-6.265883161,53.34546656,Dublin,Dublin City,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Clayton Hotel Liffey Valley,http://www.claytonhotelliffeyvalley.com/,+353(0)16258000,-6.401417,53.355623,Dublin,Dublin City,Republic of Ireland,Hotel
Carlton Blanchardstown,http://www.carltonhotelblanchardstown.com,+353(0)18275600,-6.380736,53.41881,Dublin,Tyrrelstown,Republic of Ireland,Hotel
Stauntons on the Green,http://www.stauntonsonthegreen.ie/,+353(0)14782300,-6.259615,53.336606,Dublin,Dublin City,Republic of Ireland,Hotel
"Radisson Blu Hotel, Dublin Airport",http://www.radissonblu.ie/hotel-dublinairport,+353(0)18446000,-6.232407,53.426515,Dublin,Dublin Airport,Republic of Ireland,Hotel
Hillview House (Dublin),http://www.hillviewhouselusk.com,+353(0)18438218,-6.148173,53.542074,Dublin,Lusk,Republic of Ireland,Guesthouse
Annandale House,http://www.annandalebnb.com,+353(0)18040822,-6.242219,53.37546,Dublin,Drumcondra,Republic of Ireland,B&B
Ibis Hotel,http://www.ibis.com/gb/hotel-0595-ibis-dublin/index.shtml,+353(0)14641480,-6.372506,53.318293,Dublin,Clondalkin,Republic of Ireland,Hotel
Clayton Hotel Leopardstown,https://www.claytonhotelleopardstown.com/,+353(0)12935000,-6.206053,53.271315,Dublin,Leopardstown,Republic of Ireland,Hotel
The Mercantile Hotel,http://www.mercantilehotel.ie,+353(0)16707100,-6.264007,53.343915,Dublin,Dublin City,Republic of Ireland,Hotel
The Morgan Hotel,http://www.themorgan.com,35316437000,-6.260875,53.345793,Dublin,Dublin City,Republic of Ireland,Hotel
Barry's Hotel,http://www.barryshotel.com,+353(0)18749407,-6.262855,53.355329,Dublin,Dublin City,Republic of Ireland,Hotel
Green Isle Conference & Leisure Hotel,http://www.greenislehotel.com,+353(0)14123700,-6.403631779,53.30950271,Dublin,Clondalkin,Republic of Ireland,Hotel
Castle Hotel Dublin,https://www.castle-hotel.ie/,35318746949,-6.2633402,53.354762,Dublin,Dublin City,Republic of Ireland,Hotel
Harcourt Hotel,http://www.harcourthotel.ie,+353(0)14783677,-6.262962271,53.33452991,Dublin,Dublin City,Republic of Ireland,Hotel
Ashling Hotel Dublin,http://www.ashlinghotel.ie,+353(0)16772324,-6.290814062,53.34808302,Dublin,Dublin City,Republic of Ireland,Hotel
Gardiner House,http://canbe.ie/hostels/location/gardiner-house-hostel-dublin-ireland,+353(0)15616885,-6.259798569,53.35770135,Dublin,Dublin City,Republic of Ireland,Hostel
Drury Court Hotel,http://www.drurycourthotel.ie,+353(0)14751988,-6.264667818,53.34121166,Dublin,Dublin City,Republic of Ireland,Hotel
Jackson Court Hotel,,+353(0)14255300,-6.263599,53.335378,Dublin,Dublin City,Republic of Ireland,Hotel
North Beach Caravan Park,http://www.northbeach.ie/,35318437131,-6.086624,53.525809,Dublin,Rush,Republic of Ireland,Camping
Molesworth Court Suites,https://www.facebook.com/molesworthcourtsuitesdublin,+353(0)16764799,-6.257145,53.340519,Dublin,Dublin City,Republic of Ireland,Self Catering Accommodation
White Sands Hotel (Dublin),http://www.whitesandshotel.ie,+353(0)18666000,-6.124297187,53.43554579,Dublin,Portmarnock,Republic of Ireland,Hotel
Talbot Hotel Stillorgan,http://www.talbothotelstillorgan.com/,+353(0)12001800,-6.202805551,53.29502269,Dublin,Stillorgan,Republic of Ireland,Hotel
The Hendrick,https://hendrickdublin.ie,+353(0)14826500,-6.280800937,53.34798745,Dublin,Dublin City,Republic of Ireland,"B&B,Welcome Standard"
Harveys Guesthouse,http://www.harveysguesthouse.com,+353(0)18748384,-6.259954,53.35735,Dublin,Dublin City,Republic of Ireland,Guesthouse
7 Gardiner Place,,3.53876E+11,-6.2604773,53.356241,Dublin,Dublin City,Republic of Ireland,Self Catering Accommodation
Clifden Guesthouse,https://www.clifdenhouse.com/,35318746364,-6.260378,53.355915,Dublin,Dublin City,Republic of Ireland,Guesthouse
Harding Hotel,http://www.hardinghotel.ie,+353(0)16796500,-6.269974125,53.34384313,Dublin,Dublin City,Republic of Ireland,Hotel
Schoolhouse Hotel,http://www.schoolhousehotel.com,+353(0)16675014,-6.239431,53.337389,Dublin,Dublin City,Republic of Ireland,Hotel
Kilronan Guesthouse,http://www.kilronanhouse.com,+353(0)14755266,-6.259615,53.332972,Dublin,Dublin City,Republic of Ireland,Guesthouse
Kettle's Country House Hotel,http://www.kettleshotel.ie,+353(0)18138511,-6.28824,53.482444,Dublin,Swords,Republic of Ireland,Hotel
Haddington House,http://www.haddingtonhouse.ie,35312801810,-6.130538837,53.29208742,Dublin,Dún Laoghaire,Republic of Ireland,Hotel
Metro Hotel Dublin Airport,https://www.metrohoteldublinairport.com,+353(0)18669500,-6.263943,53.400918,Dublin,Dublin Airport,Republic of Ireland,Hotel
Lucan Spa Hotel,https://www.facebook.com/LucanSpa/,+353(0)16280494,-6.463621525,53.35565294,Dublin,Lucan,Republic of Ireland,Hotel
Brookfield Lodge,http://www.bandbireland.com/accommodation/26115/brookfield-lodge-b-b,+353(0)18430043,-6.194356,53.506619,Dublin,Lusk,Republic of Ireland,B&B
Maldron Hotel Kevin Street,https://maldronhotelkevinstreet.com,+353(0)19068900,-6.271997927,53.3383294,Dublin,Dublin City,Republic of Ireland,Hotel
The Clarence,https://theclarence.ie/,35314070800,-6.266779691,53.34525801,Dublin,Dublin City,Republic of Ireland,Hotel
DCU Rooms Glasnevin,http://dcurooms.com/dcu-glasnevin/overview,+353(0)17008037,-6.258404736,53.38447895,Dublin,Glasnevin,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Mulgrave Lodge,,35312801664,-6.136987,53.290174,Dublin,Dún Laoghaire,Republic of Ireland,Hostel
Dergvale Hotel,http://www.dergvalehotel.com,+353(0)18744753,-6.260738799,53.3561088,Dublin,Dublin City,Republic of Ireland,Hotel
Marlin Hotel Dublin,https://www.marlinhotel.ie/,35315222000,-6.2644859,53.3398732,Dublin,Dublin City,Republic of Ireland,Hotel
Aloft Dublin City,https://www.marriott.com/hotels/travel/dubal-aloft-dublin-city,35319631800,-6.2752378,53.3372037,Dublin,Dublin City,Republic of Ireland,Hotel
Woodview Lodge,,+353(0)892248291,-6.739804791,53.54233948,Meath,Trim,Republic of Ireland,B&B
The Lansdowne Kenmare,https://www.lansdownekenmare.com/hotel/,3.53647E+11,-9.5815209,51.8790243,Kerry,Kenmare,Republic of Ireland,Hotel
Ballygarry Estate Hotel and Spa,https://www.ballygarry.com/,3.53667E+11,-9.660159399,52.26106373,Kerry,Tralee,Republic of Ireland,Hotel
Caisleáin Óir Hotel,http://www.donegalhotel.ie,+353(0)749548113,-8.325336,55.020841,Donegal,Anagaire (Annagry),Republic of Ireland,Hotel
Glenwood House,http://www.glenwoodguesthouse.com,+353(0)214373878,-8.39501,51.821404,Cork,,Republic of Ireland,Guesthouse
Árasáin Cholmcille,,3.53861E+11,-8.23175337,55.2663815,Donegal,Tory Island - Toraigh,Republic of Ireland,Self Catering Accommodation
Cappabhaile House,https://www.bandbireland.com/accommodation/28234/cappabhaile-house,3.53839E+11,-9.1596767,53.1044647,Clare,Ballyvaughan,Republic of Ireland,"B&B,B&B Ireland"
Tallaght Cross Hotel,https://www.tallaghtcrosshotel.ie/,35315413400,-6.3764648,53.2879953,Dublin,Dublin City Area South,Republic of Ireland,Hotel
Parkview Hotel,http://www.parkviewhotel.ie,+353(0)12015600,-6.112568,53.092096,Wicklow,Newtown Mount Kennedy,Republic of Ireland,Hotel
Hilton Garden Inn Dublin City Centre,http://dublincustomhouse.hgi.com,35318541500,-6.246881131,53.34812097,Dublin,Dublin City,Republic of Ireland,Hotel
Killaloe Hotel,https://killaloehotel.ie/,3.53868E+11,-8.4538173,52.8117542,Clare,Killaloe,Republic of Ireland,Hotel
The Midlands Park Hotel,http://www.midlandsparkhotel.com,+353(0)578678588,-7.3030472,53.0349156,Laois,Portlaoise,Republic of Ireland,Hotel
Glenview Hotel,https://www.facebook.com/glenviewhotel,35312873399,-6.127077771,53.14226099,Wicklow,Glen Of The Downs,Republic of Ireland,Hotel
Shramore Lodge,,3.53868E+11,-8.492063,54.196929,Sligo,Collooney,Republic of Ireland,Self Catering Accommodation
Duffys of Ballybin,http://duffysofballybin.ie/,+353(0)866033958,-6.429597353,53.51012729,Meath,Ashbourne,Republic of Ireland,Self Catering Accommodation
Green Meadow Farm Holiday Accommodation,http://www.greenmeadowfarm.ie/,3.53879E+11,-6.1598483,52.8885002,Wicklow,Redcross,Republic of Ireland,Self Catering Accommodation
O'Connor's Farmhouse,http://www.oconnorsdoolin.com,3.53657E+11,-9.380141,53.016356,Clare,Doolin,Republic of Ireland,"B&B,Welcome Standard"
Fallon's B&B,http://www.fallonsbedandbreakfastkinvara.ie/,+353(0)91638088,-8.939934564,53.13910222,Galway,Kinvara,Republic of Ireland,"B&B,Welcome Standard"
Hideaway at Foxhollow,https://hideawayatfoxhollow.com/,3.53879E+11,-6.9007697,53.6744995,Meath,Kells,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Heir Island Self-Catering Cottages,http://heirisland.ie/eat-sleep/where-to-sleep/,3.53871E+11,-9.4395971,51.4947475,Cork,Heir Island,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Carrick Self Catering,https://www.carrickselfcatering.ie/,3.53866E+11,-8.0958857,53.9437167,Leitrim,Carrick-on-Shannon,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Jacobs Inn,https://jacobsinn.com/,35318555660,-6.251773,53.350695,Dublin,Dublin City,Republic of Ireland,Hostel
Schull Harbour Hotel,http://www.schullharbourhotel.ie,+353(0)2828801,-9.543757851,51.52726517,Cork,Schull,Republic of Ireland,Hotel
Hampton by Hilton Dublin Four Courts,https://www.hilton.com/en/hotels/dubbihx-hampton-dublin-city-centre/,35316582355,-6.2726377,53.3469932,Dublin,Dublin City,Republic of Ireland,Hotel
Shannon Springs Hotel,https://www.shannonspringshotel.com/,35361364588,-8.862044,52.714901,Clare,Shannon Town,Republic of Ireland,Hotel
Annebrook House Hotel,http://www.annebrook.ie,3.53449E+11,-7.3383096,53.5258685,Westmeath,Mullingar,Republic of Ireland,Hotel
Tig Bhric,https://www.airbnb.ie/rooms/17343999?guests=1&adults=1&s=67&unique_share_id=e7e516b3-1bd2-4600-a9a0-8cb0673b254e,3.53877E+11,-10.3863964,52.1704021,Kerry,Baile an Fheirtéaraigh (Ballyferriter),Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Glenkeel Cottage,https://glenkeel-cottage.business.site/,3.53862E+11,-8.0650527,54.3347027,Leitrim,Kiltyclogher,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Kee's Hotel,https://www.keeshotel.ie/,3.53749E+11,-7.7691767,54.8047107,Donegal,Ballybofey,Republic of Ireland,Hotel
Cabra Castle Hotel,https://www.facebook.com/pages/Cabra-Castle/382681306158,+353(0)429667030,-6.774372701,53.91379383,Cavan,Kingscourt,Republic of Ireland,Hotel
Binion Bay Caravan Park,http://www.caravanandcampingireland.ie/,+353(0)749376800,-7.425662222,55.27629181,Donegal,Clonmany,Republic of Ireland,"Camping,Welcome Standard"
Arthur's Rest,,+353(0)51389192,-6.95074,52.242232,Wexford,Arthurstown,Republic of Ireland,B&B
Anne's Cottage,https://www.airbnb.ie/rooms/18340049?check_in=2023-01-08&check_out=2023-01-13&guests=1&adults=5&s=67&unique_share_id=b822877b-df64-40aa-a269-f33dd82f3934,3.53864E+11,-9.4000577,51.6416047,Cork,Bantry,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Cheerful Cottage,https://www.airbnb.ie/rooms/659458392603311737?check_in=2023-09-05&check_out=2023-09-07&guests=1&adults=2&s=67&unique_share_id=822e30a1-753d-48bf-9660-df9bada1d594,3.53872E+11,-9.5522205,53.7944832,Mayo,Westport,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Shearwater Country House and Accommodation,http://shearwaterbandb.com/,+353(0)2833178,-9.130571356,51.55812457,Cork,Skibbereen,Republic of Ireland,"B&B,Welcome Standard"
The Lodges @ Sea View House,https://seaview-doolin.ie/,+353(0)872679617,-9.384853665,53.01222244,Clare,Doolin,Republic of Ireland,"B&B,Welcome Standard"
Sea View House Doolin,https://seaview-doolin.ie/,3.53873E+11,-9.384853853,53.01222258,Clare,Doolin,Republic of Ireland,"B&B,Welcome Standard"
Ballyhoura Escape,https://ballyhoura-escape.business.site/,3.53871E+11,-8.468163,52.302776,Limerick,Kilfinane,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
An Síbín,https://ansibinkenmare.com/,3.53852E+11,-9.7708152,51.7656799,Kerry,Kenmare,Republic of Ireland,"B&B,Welcome Standard"
Armada Lodge Apartment,https://www.facebook.com/Armadalodge-Seashore-Selfcatering-Holiday-Cottage-Apartments-Sligo-Ireland-267218360053066,3.53879E+11,-8.5062735,54.4121988,Sligo,Grange,Republic of Ireland,Self Catering Accommodation
Pillo Hotel Ashbourne,https://www.pillohotelashbourne.com/,35318350800,-6.414076,53.52601,Meath,Ashbourne,Republic of Ireland,Hotel
Valley-View,https://www.bandbireland.com/accommodation/26156/valley-view,3.53215E+11,-8.5386937,51.7218309,Cork,Kinsale,Republic of Ireland,"B&B,B&B Ireland"
Abbey Hotel (Donegal),http://www.abbeyhoteldonegal.com,+353(0)749721014,-8.110815528,54.65373426,Donegal,Donegal Town,Republic of Ireland,Hotel
Alensgrove Cottages,https://alensgrove.ie/,3.53873E+11,-6.5086467,53.353297,Kildare,Leixlip,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Lough View House,https://www.airbnb.ie/rooms/18157857?guests=1&adults=1&s=67&unique_share_id=d9c473df-b09b-4da6-bc7a-bb84b54be54b,3.53871E+11,-8.0614199,54.7159433,Donegal,Donegal Town,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
O'Shea's Hotel (Tramore),http://www.osheas-hotel.com,+353(0)51381246,-7.150324962,52.15990755,Waterford,Tramore,Republic of Ireland,Hotel
Maldron Hotel Merrion Road,https://www.maldronhotelmerrionroad.com/,35312330020,-6.202211435,53.31231034,Dublin,Booterstown,Republic of Ireland,Hotel
Annabella Lodge,http://www.annabellalodge.com,3532243991,-8.656099758,52.1380667,Cork,Mallow,Republic of Ireland,B&B
Greenfield House,http://www.greenfieldhousemallow.com,3532250231,-8.66156,52.13593,Cork,Mallow,Republic of Ireland,B&B
Hibernian Hotel,https://www.hibernianhotelmallow.com/,3532258200,-8.6457471,52.1376991,Cork,Mallow,Republic of Ireland,Hotel
Springfort Hall Country House Hotel,https://www.springfort-hall.com/,3532221278,-8.6569621,52.1851987,Cork,Mallow,Republic of Ireland,Hotel
"Mount Errigal Hotel, Conference and Leisure Centre",http://www.mounterrigal.com,3.53749E+11,-7.713928566,54.95048801,Donegal,Letterkenny,Republic of Ireland,Hotel
Summerhill House Hotel,http://www.summerhillhousehotel.com,35312867928,-6.163994478,53.19037446,Wicklow,Enniskerry,Republic of Ireland,Hotel
The Park Hotel and Leisure Centre,https://www.parkhoteldungarvan.com/,3535842899,-7.623168945,52.09459412,Waterford,Dungarvan,Republic of Ireland,Hotel
River House Hotel,,35316707655,-6.2646475,53.3446546,Dublin,Dublin City,Republic of Ireland,Hotel
Aille River Tourist Hostel & Camping,http://www.ailleriverhosteldoolin.ie,3.53657E+11,-9.378352,53.016554,Clare,Doolin,Republic of Ireland,"Hostel,Welcome Standard"
Ard na Greine (Bantry),https://www.bandbireland.com/accommodation/28079/ard-na-greine-b-b,+353(0)879786879,-9.428507203,51.73941352,Cork,Bantry,Republic of Ireland,"B&B,B&B Ireland"
The Courtyard Mallow,https://thecourtyardmallow.com/,3.53868E+11,-8.7013325,52.135347,Cork,Mallow,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Glendalough Glamping,https://glendaloughglamping.ie/,3.53834E+11,-6.2963756,53.0119218,Wicklow,Glendalough,Republic of Ireland,"Self Catering Accommodation,Welcome Standard,Camping,Glamping"
Cedar Lodge Killarney,https://www.cedarlodge.ie/,3.53879E+11,-9.4538688,52.047512,Kerry,Killarney,Republic of Ireland,"B&B,Welcome Standard"
